path,.,imageUrl,output
samples.540,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e15/s480x480/92018192_572223493392650_1908778370361945280_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=v-cXgDiyNjAAX9k7voW&oh=5c2e51d8cdb34d0a7ad804ae3968cc66&oe=5EB47478,medical_mask
samples.594,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/92601953_514342026141809_5375477553222144346_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=F55rHwOM6MgAX-2Y-cm&oh=fffc1495b0cb9d869c84a59097ed2af9&oe=5EB58B2B,medical_mask
samples.596,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/92488763_100852791575761_1760747415273179254_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=P6IIi4jzbnQAX_E-Tyi&oh=3990e256849ee98f0aa268df0e37d586&oe=5EB70F46,medical_mask
samples.732,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/92444178_123786155926477_6819936736723755109_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=VU5mgGJY-gAAX8Cq_DE&oh=e23ba9fb7b5a4c971c142e43ee536913&oe=5EB4876D,medical_mask
samples.740,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92012178_629252997654777_2124999276912610666_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=A-VtDMe_ijwAX-BmRGW&oh=936a6fc4d9072b88d465413f89239974&oe=5EB60C39,medical_mask
samples.791,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c267.0.589.589a/s480x480/92008981_3146798588697645_8042159868735912629_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=dlpdhbAstFIAX8gCTc6&oh=dfdf95f3e76dc6cfb7358adefd68ac28&oe=5EB82B6D,medical_mask
samples.797,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e35/c0.132.1057.1057a/s480x480/92348143_621566465357762_4274865115524365133_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=3BDKYj2Ur2UAX8dFQxs&oh=8a6d841dfbdfcf2c6e7d045306db2c28&oe=5EB52B7A,medical_mask
samples.874,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92248166_819294481890117_6780155280513164526_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=9kBQgSdMU0gAX_npqRL&oh=429e3c55c175c2c3d94ba32fb79c2bbb&oe=5EB50937,medical_mask
samples.878,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92406827_251342085906404_5009887528927284317_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=aaIefwZxt9sAX8tQDcO&oh=46fc28581bb14e852c3543087a77ef5a&oe=5EB7EA9A,medical_mask
samples.916,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/c0.180.1440.1440a/s480x480/92201759_127795818824196_6692641033729413942_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=O_VDh8Nf5yIAX8IH5fl&oh=6241906e4f55a68b8fec954fac41d619&oe=5EB481AC,medical_mask
samples.933,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c0.180.1440.1440a/s480x480/92298803_637515727092584_5522956965090634589_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=Zi_ncpnTehcAX_8pXIZ&oh=68901718be015fe9acc589f90fa5a3fe&oe=5EB791DA,medical_mask
samples.941,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/92548044_895923094154261_4106023515219008999_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=UMoDCpcF9uAAX8maseU&oh=fcbbc2ea44bed8652cbca8b3e14fa4fe&oe=5EB574A6,medical_mask
samples.982,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c0.117.937.937a/s480x480/91944655_267054844295310_1681919847072449577_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=BxhnkV9zD4YAX8xhYXV&oh=ab07cb704ff930d9e6f11562a05391e4&oe=5EB6D953,medical_mask
samples.1063,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/c0.141.1127.1127a/s480x480/92177211_2747974805325121_7673363532673372599_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=UpuSrvE8JvIAX-V8Muk&oh=a6b76004cb7d31da05799395d0100df3&oe=5EB6E783,medical_mask
samples.1076,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c0.180.1440.1440a/s480x480/92000757_632739257567123_894111416934815685_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=a8OcehEGOp4AX-YmtkR&oh=75a6a5fcb67ee336886284a4e2e50fce&oe=5EB5FF6B,medical_mask
samples.1125,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92245333_210909353661107_1676598965284565666_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=dC7iNj6cik0AX-Ph9DC&oh=64338de3ce82e36942c8859ba3369a64&oe=5EB803C0,medical_mask
samples.1161,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e35/c0.29.1440.1440a/s480x480/92050961_219544336024323_3216974722687070301_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=PrU3j-JWAgkAX8daPzN&oh=e9b2a7123e8c85382fc29810a11df6f8&oe=5EB72722,medical_mask
samples.1165,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c202.0.675.675a/s480x480/92652837_242725970188976_2042458791406647567_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=UH4akmxoEcYAX-27ur_&oh=4cd1524a711f02b0f4f1736f64aa4388&oe=5EB7598C,medical_mask
samples.1169,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c0.134.1301.1301a/s480x480/92215504_753261675079846_7475082789118658337_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=7mtW03RGyMsAX8-KVSq&oh=92b6421b9b747fce4c305c90b7ff52e7&oe=5EB6D34A,medical_mask
samples.1171,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92513574_919760895111342_2848109641532590552_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=O6xEUw0JIBIAX_ysdvC&oh=be642a048cd611e0dc3b309a7cf448d3&oe=5EB7E03B,medical_mask
samples.1177,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e15/c0.90.720.720a/s480x480/92019252_1617343688422736_4951301415752894979_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=qZWJFL_xwu4AX_iCFKa&oh=65ff748a1a7eaae66660805dbf4cb7f6&oe=5EB5D3AA,medical_mask
samples.81,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/92246349_1533182340163575_2553121575769302998_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=s-PxxRDtIlUAX8843uo&oh=d26bf1c8c26d10658f67c3a2917c1523&oe=5EB70DEB,medical_mask
samples.101,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/91999971_564509817522661_8723444604431798012_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=5Pb-9NEigyQAX8H4MNi&oh=1e75c386c205ce814407521877a8c1b1&oe=5EB786CF,medical_mask
samples.141,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c112.0.675.675a/s480x480/92057942_213073353298570_5225295071753470500_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Aqn2WoYk8tIAX9H67PX&oh=7a44525e3dd4a99824a66d289362e811&oe=5EB5F56A,medical_mask
samples.180,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/92129051_261126928388928_6555791765775524998_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ldyMssLzcTIAX99BYAz&oh=91ed82ba809ca9f537ebd7b4ad25d5f6&oe=5EB618A2,medical_mask
samples.228,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92212337_526955384630267_5785251872756361212_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=C4NO8HpBT-AAX-4wKUq&oh=19aa1bcd88657b40fe86b2674736452d&oe=5EB6444C,medical_mask
samples.305,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e35/c0.180.1440.1440a/s480x480/92052128_899251350498591_1256267085821833011_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=bUU-iuKtLWwAX8gu5Ei&oh=8d6d1d1b103d12a2b41eb50d8eb79a3b&oe=5EB6E515,medical_mask
samples.328,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/92273783_519291212077781_8173367689875975512_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=o5TyA_VFckoAX-KX1eW&oh=f0484b5367440593f41c42d154847c91&oe=5EB657FC,medical_mask
samples.329,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/91986067_216455422913706_351539884031554517_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=jbOf1ffqZygAX8ablTJ&oh=bf1b865271335fbff582d5fe06ce207f&oe=5EB93384,medical_mask
samples.330,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/92667707_630652180824388_4593873506008033560_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=WP9zEnJxfGYAX_1j4Xd&oh=78125e167ac45c99bc8c9aa1ce009406&oe=5EB781BB,medical_mask
samples.332,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/92358778_666849927475773_3804311559719359230_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=E-9_hR6zcWUAX8H-qRE&oh=ebf2623ed9d8c05066b6c2d8306bed29&oe=5EB5BA53,medical_mask
samples.335,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/92460258_585789652018275_3153896755737302360_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=103&_nc_ohc=ijctAu3euT8AX-SywZV&oh=96503f8864dcfb87fabe0e063ff4d1dc&oe=5EB91CA8,medical_mask
samples.336,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/92447314_2842976385793904_7620466126369469246_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=IyPvkKYb_kcAX8vL_-Q&oh=9d170526565c1c9ca2e7038bcdb16674&oe=5EB7F35E,medical_mask
samples.341,,https://scontent-lga3-1.cdninstagram.com/v/t51.12442-15/e35/c0.420.1080.1080a/s150x150/90725082_2604846476423590_7834735829668869344_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=CTD7MZxBB8IAX8-8-0B&oh=dd3ed0da3f4d557c050d4238956301b8&oe=5E8FFA0D,medical_mask
samples.348,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/92043636_2710077815896487_8074981435444484671_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=pyVEd9XdwKAAX_KPZAZ&oh=cf1d1873cfe5a206a71c6eba2514de22&oe=5EB728F7,medical_mask
samples.349,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/sh0.08/e35/s640x640/91630420_696306044529314_3939594245741499363_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=zgHzjBm32HMAX9bh3Gf&oh=2c09c40e9259c712f07907779f192b15&oe=5EB84CA9,medical_mask
samples.350,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/91992456_1316916662030375_5262578908865610585_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=smox6dqxFfUAX_63weV&oh=071ab38984a03b4579e6c5d6f43425db&oe=5EB8EB02,medical_mask
samples.361,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/91929089_1875796245886854_1673686501169505051_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=IXusIPMwg0wAX-pyPuL&oh=53178aad4db7b673e1f6f26b90a51ca6&oe=5EB75C29,medical_mask
samples.362,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/91399617_149637983080196_2802957821468590761_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=mmi1Zl7OZrwAX9dWzD8&oh=f2ab31e6cdaee20a2d0a06a6d1dca815&oe=5EB84064,medical_mask
samples.363,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/91627669_835953426909666_625364972391895242_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=4aTOJ7el_ScAX9HFb7Y&oh=e9d8922bdf17702f52221f260278c305&oe=5EB827AC,medical_mask
samples.370,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/90900032_133104298263508_5116314355842877269_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=AlS0MSAFhnoAX_Rff_j&oh=9e2595c572ae284d96facdb3b357d8fb&oe=5EB91DA1,medical_mask
samples.374,,https://instagram.fbed1-2.fna.fbcdn.net/v/t51.2885-15/e35/s480x480/90854842_110405067090866_8144849163772426197_n.jpg?_nc_ht=instagram.fbed1-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=91Atn-B61_AAX94mID7&oh=2823db62bcae7d92af7a7be7d3147b45&oe=5EB59F59,medical_mask
samples.591,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c38.0.363.363a/92205418_526268391404527_3145488558917082141_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=RQtwFMkTMOgAX-YmosS&oh=f2136bc3dc3b821dccb37454e8ae16f2&oe=5EB47FE2,medical_mask
samples.593,,https://instagram.fbed1-1.fna.fbcdn.net/v/t51.2885-15/e35/c0.135.1080.1080a/s480x480/92290319_589117738614781_7112696173814602979_n.jpg?_nc_ht=instagram.fbed1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=orFQ8WUBlaIAX93ZaaH&oh=3d3f8b81e8b6ee1aa25e53d9882d13c4&oe=5EB5FACF,medical_mask
samples.595,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92290871_220609582364675_8635100506028947950_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=upTYW5kOuq4AX_VOwoz&oh=036aff75256994046a02dee98e2ad385&oe=5E8F00CB,medical_mask
samples.597,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/91948343_647297996110198_6685144461922766579_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=3JCYj1AxnEoAX-DCMV3&oh=4018822526e280cb1a064a1d4ce859b6&oe=5EB65F9D,medical_mask
samples.599,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92811102_149016296609987_1498741132832732325_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=Igkobfac1hMAX8_oLyu&oh=e0d108077a9779246f03ac3527a17c61&oe=5EB5BF5A,medical_mask
samples.601,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/91982407_3136271103083912_8326453465930359387_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=t6D79ue-5B8AX-hC4VX&oh=5b19d82a4f11ccbf3d74fe77079f490b&oe=5EB83112,medical_mask
samples.603,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/c0.0.1080.1080a/s480x480/92584311_1165138693878369_7341997858808412687_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=NEk0Bn6qZSAAX9xSrpK&oh=6c55574b80045f9eba79ff7ab173014a&oe=5EB53EE0,medical_mask
samples.605,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92461400_124004335900267_8755503476815829856_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=XGv3sPsXA6MAX-vE_zH&oh=a8d2883ebef93974505585966e2247c4&oe=5E8EF24D,medical_mask
samples.607,,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/e35/s480x480/92317522_108521287325188_7165113976197701593_n.jpg?_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=3moO3r7cXZQAX8ll3Lo&oh=bfefdb1286a91da2b14ff1087eb36758&oe=5EB571C8,medical_mask
